"service_id","date","exception_type"
"GO204_1723","20170331","1"
"GO204_1723","20170403","1"
"GO204_1723","20170404","1"
"GO204_1723","20170405","1"
"GO204_1723","20170406","1"
"GO204_1723","20170407","1"
"GO204_1723","20170410","1"
"GO204_1723","20170411","1"
"GO204_1723","20170412","1"
"GO204_1723","20170413","1"
"GO204_1723","20170414","1"
"GO204_1723","20170417","1"
"GO204_1723","20170418","1"
"GO204_1723","20170419","1"
"GO204_1723","20170420","1"
"GO204_1723","20170421","1"
"GO204_1723","20170424","1"
"GO204_1723","20170425","1"
"GO204_1723","20170426","1"
"GO204_1723","20170427","1"
"GO204_1723","20170428","1"
"GO204_1723","20170501","1"
"GO204_1723","20170502","1"
"GO204_1723","20170503","1"
"GO204_1723","20170504","1"
"GO204_1723","20170505","1"
"GO204_1723","20170508","1"
"GO204_1723","20170509","1"
"GO204_1723","20170510","1"
"GO204_1723","20170511","1"
"GO204_1723","20170512","1"
"GO204_1723","20170515","1"
"GO204_1723","20170516","1"
"GO204_1723","20170517","1"
"GO204_1723","20170518","1"
"GO204_1723","20170519","1"
"GO204_1724","20170311","1"
"GO204_1724","20170312","1"
"GO204_1724","20170318","1"
"GO204_1724","20170319","1"
"GO204_1724","20170325","1"
"GO204_1724","20170326","1"
"GO204_1724","20170401","1"
"GO204_1724","20170402","1"
"GO204_1724","20170408","1"
"GO204_1724","20170409","1"
"GO204_1724","20170415","1"
"GO204_1724","20170416","1"
"GO204_1724","20170422","1"
"GO204_1724","20170423","1"
"GO204_1724","20170429","1"
"GO204_1724","20170430","1"
"GO204_1724","20170506","1"
"GO204_1724","20170507","1"
"GO204_1724","20170513","1"
"GO204_1724","20170514","1"
"GO204_1724","20170520","1"
"GO204_1724","20170521","1"
"GO204_1725","20170306","1"
"GO204_1725","20170313","1"
"GO204_1725","20170320","1"
"GO204_1725","20170327","1"
"GO204_1725","20170403","1"
"GO204_1725","20170410","1"
"GO204_1725","20170417","1"
"GO204_1725","20170424","1"
"GO204_1725","20170501","1"
"GO204_1725","20170508","1"
"GO204_1725","20170515","1"
"GO204_1726","20170311","1"
"GO204_1726","20170318","1"
"GO204_1726","20170325","1"
"GO204_1726","20170401","1"
"GO204_1726","20170408","1"
"GO204_1726","20170415","1"
"GO204_1726","20170422","1"
"GO204_1726","20170429","1"
"GO204_1726","20170506","1"
"GO204_1726","20170513","1"
"GO204_1726","20170520","1"
"GO204_1727","20170311","1"
"GO204_1727","20170312","1"
"GO204_1727","20170318","1"
"GO204_1727","20170319","1"
"GO204_1727","20170325","1"
"GO204_1727","20170326","1"
"GO204_1727","20170401","1"
"GO204_1727","20170402","1"
"GO204_1727","20170408","1"
"GO204_1727","20170409","1"
"GO204_1727","20170415","1"
"GO204_1727","20170416","1"
"GO204_1727","20170422","1"
"GO204_1727","20170423","1"
